teryt_simc_code,prg_street_name,osm_street_name
,Św. Jana Marii Vianney'a,Świętego Jana Marii Vianney'a
,św. Jana Nepomucena,Świętego Jana Nepomucena
,św. Jana Pawła II,Świętego Jana Pawła II
,św. Jana z Dukli,Świętego Jana z Dukli
,św. Jerzego,Świętego Jerzego
,św. Joachima,Świętego Joachima
,św. Jozafata,Świętego Jozafata
,św. Judy Tadeusza,Świętego Judy Tadeusza
,św. Justa,Świętego Justa
,św. Józefa,Świętego Józefa
,św. Józefa - Robotnika,Świętego Józefa - Robotnika
,św. Józefa Rzemieślnika,Świętego Józefa Rzemieślnika
,św. Józefa Sebastiana Pelczara,Świętego Józefa Sebastiana Pelczara
,św. Kamila,Świętego Kamila
,św. Karola Boromeusza,Świętego Karola Boromeusza
,św. Kaspra del Bufalo,Świętego Kaspra del Bufalo
,św. Katarzyny,Świętej Katarzyny
,św. Kazimierza,Świętego Kazimierza
,św. Kazimierza Królewicza,Świętego Kazimierza Królewicza
,św. Kingi,Świętej Kingi
,św. Klary,Świętej Kingi
,św. Klary z Asyżu,Świętej Klary z Asyżu
,św. Klemensa,Świętego Klemensa
,św. Krzysztofa,Świętego Krzysztofa
,św. Krzyża,Świętego Krzyża
,św. Królowej Jadwigi,Świętej Królowej Jadwigi
,św. Kunegundy,Świętej Kunegundy
,św. Ledóchowskiej,Świętej Urszuli Ledóchowskiej
,św. Leonarda,Świętego Leonarda
,św. Ludwika,Świętego Ludwika
,św. Macieja,Świętego Macieja
,Św. Magdaleny,Świętej Magdaleny
,św. Maksyma,Świętego Maksyma
,Św. Maksymiliana,Świętego Maksymiliana
,św. Maksymiliana Kolbe,Świętego Maksymiliana Kolbe
,św. Maksymiliana Kolbego,Świętego Maksymiliana Kolbego
,św. Maksymiliana Marii Kolbe,Świętego Maksymiliana Marii Kolbe
,św. Maksymiliana Marii Kolbego,Świętego Maksymiliana Marii Kolbego
,św. Marcin,Świętego Marcina
,św. Marcina,Świętego Marcina
,św. Marii Magdaleny,Świętej Marii Magdaleny
,św. Marka,Świętego Marka
,św. Mateusza,Świętego Mateusza
,św. Małgorzaty,Świętej Małgorzaty
,św. Medarda,Świętego Medarda
,św. Michała,Świętego Michała
,Św. Michała Archanioła,Świętego Michała Archanioła
,św. Mikołaja,Świętego Mikołaja
,św. Moniki,Świętej Moniki
,św. Ojca Pio,Świętego Ojca Pio
,św. Onufrego,Świętego Onufrego
,św. Otylii,Świętej Otylii
,św. Pawła,Świętego Pawła
,św. Pawła Apostoła,Świętego Pawła Apostoła
,św. Piotra,Świętego Piotra
,św. Piotra i Pawła,Świętych Piotra i Pawła
,Św. Piątka,Świętego Piątka
,Św. Prokopa,Świętego Prokopa
,Św. Proroka Eliasza,Świętego Proroka Eliasza
,św. Rafała Kalinowskiego,Świętego Rafała Kalinowskiego
,św. Rity,Świętej Rity
,św. Rocha,Świętego Rocha
,św. Rodziny,Świętej Rodziny
,św. Rozalii,Świętej Rozalii
,św. Sebastiana,Świętego Sebastiana
,św. Siostry Faustyny,Świętej Siostry Faustyny
,św. Stanisława,Świętego Stanisława
,św. Stanisława Biskupa,Świętego Stanisława Biskupa
,św. Stanisława Kostki,Świętego Stanisława Kostki
,Św. Szarbela,Świętego Szarbela
,św. Szczepana,Świętego Szczepana
,św. Szymona,Świętego Szymona
,Św. Tekli,Świętej Tekli
,św. Teresy,Świętej Teresy
,św. Teresy z Lisieux,Świętej Teresy z Lisieux
,św. Tomasza,Świętego Tomasza
,św. Tomasza z Akwinu,Świętego Tomasza z Akwinu
,św. Trójcy,Świętej Trójcy
,św. Tymoteusza,Świętego Tymoteusza
,św. Urbana,Świętego Urbana
,św. Urszuli Ledóchowskiej,Świętej Urszuli Ledóchowskiej
,św. Wacława,Świętego Wacława
,św. Walentego,Świętego Walentego
,św. Wawrzyńca,Świętego Wawrzyńca
,Św. Weroniki,Świętej Weroniki
,św. Wiktorii,Świętej Wiktorii
,św. Wincentego,Świętego Wincentego
,św. Wincentego Pallottiego,Świętego Wincentego Pallottiego
,św. Wita,Świętego Wita
,św. Wojciecha,Świętego Wojciecha
,św. Włodzimierza,Świętego Włodzimierza
,Św. Zofii,Świętej Zofii
,św. Zygmunta,Świętego Zygmunta
,św. Łucji,Świętej Łucji
,św. Łukasza,Świętego Łukasza
,św. Świerada,Świętego Świerada
,Świerczewskiego,Karola Świerczewskiego
,Żeromskiego,Stefana Żeromskiego
,Żołnierzy 8. Dywizji,Żołnierzy 8 Dywizji
,Żwirki i Wigury,Franciszka Żwirki i Stanisława Wigury
,Żymierskiego,Michała Roli-Żymierskiego
